,Group,Maker/Brand,Type,Segment,Model,Month,Sales,Monthly_Segment_Sales,Percentage_Contribution
1284,VW Group,VW,Cars,B,Polo,2019-06-01,3188,51713,6.1647941523408
1285,VW Group,VW,Cars,C,Vento,2019-06-01,4764,32469,14.6724568049524
1286,Tata Group,Tata,Cars,A,Tiago,2019-06-01,5537,55481,9.97999315080839
1287,Tata Group,Tata,Cars,B,Tigor,2019-06-01,1438,51713,2.78073211764933
1288,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-06-01,4170,18278,22.8143122879965
1289,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-06-01,6142,55481,11.0704565526937
1290,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-07-01,3086,71384,4.32309761291046
1291,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-07-01,953,57062,1.67011321019242
1292,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-07-01,477,28384,1.68052423900789
1293,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-07-01,9243,71384,12.9482797265494
1294,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-07-01,3412,57062,5.97946093722617
1295,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-07-01,12381,57062,21.6974518944306
1296,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-07-01,8496,35115,24.1947885519009
1297,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-07-01,14029,17236,81.3935948015781
1298,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-07-01,49,17236,0.284288698073799
1299,Suzuki,Suzuki,Cars,A,Alto,2019-07-01,16735,71384,23.4436288243864
1300,Suzuki,Suzuki,Cars,A,Celerio,2019-07-01,8668,71384,12.142777092906
1301,Suzuki,Suzuki,Cars,A,Wagon R,2019-07-01,15736,71384,22.0441555530651
1302,Suzuki,Suzuki,Cars,B,Dzire,2019-07-01,20049,57062,35.1354666853598
1303,Suzuki,Suzuki,Cars,B,Swift,2019-07-01,15008,57062,26.3012162209526
1304,Suzuki,Suzuki,Cars,C,Baleno,2019-07-01,15176,35115,43.2179980065499
1305,Suzuki,Suzuki,Cars,C,Ciaz,2019-07-01,3497,35115,9.95870710522569
1306,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-07-01,2561,15974,16.0323024915488
1307,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-07-01,1083,15974,6.77976712157256
1308,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-07-01,7950,15974,49.7683736071116
1309,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-07-01,11847,28384,41.7383032694476
1310,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-07-01,10354,28384,36.478297632469
1311,VW Group,Skoda,Cars,C,Octavia (Laura),2019-07-01,236,35115,0.672077459775025
1312,VW Group,Skoda,Cars,D,Skoda Superb,2019-07-01,340,368,92.3913043478261
1313,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-07-01,56,17236,0.324901369227199
1314,Toyota Group,Toyota,Cars,D,Camry,2019-07-01,28,368,7.60869565217391
1315,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-07-01,1497,6060,24.7029702970297
1316,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-07-01,5706,28384,20.1028748590755
1317,Honda,Honda,Cars,A,Amaze,2019-07-01,6249,71384,8.75406253502185
1318,Honda,Honda,Cars,B,Fit (Jazz),2019-07-01,722,57062,1.26529038589604
1319,Honda,Honda,Cars,C,City,2019-07-01,2220,35115,6.32208457923964
1320,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-07-01,1036,15974,6.48553900087642
1321,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-07-01,752,752,100
1322,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-07-01,3082,17236,17.8811789278255
1323,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-07-01,20,17236,0.116036203295428
1324,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-07-01,4563,6060,75.2970297029703
1325,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-07-01,10,105,9.52380952380952
1326,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-07-01,95,105,90.4761904761905
1327,VW Group,VW,Cars,B,Polo,2019-07-01,3523,57062,6.1739861904595
1328,VW Group,VW,Cars,C,Vento,2019-07-01,5490,35115,15.6343442973088
1329,Tata Group,Tata,Cars,A,Tiago,2019-07-01,4689,71384,6.56869886809369
1330,Tata Group,Tata,Cars,B,Tigor,2019-07-01,1014,57062,1.77701447548281
1331,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-07-01,3344,15974,20.9340177788907
1332,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-07-01,6978,71384,9.77529978706713
1333,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-08-01,923,59414,1.55350590769852
1334,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-08-01,1306,52265,2.49880417105137
1335,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-08-01,178,24520,0.725938009787928
1336,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-08-01,9920,59414,16.6964015215269
1337,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-08-01,4241,52265,8.11441691380465
1338,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-08-01,12186,52265,23.3157945087535
1339,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-08-01,6182,27645,22.3620907939953
1340,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-08-01,12576,15151,83.0044221503531
1341,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-08-01,178,15151,1.17483994455812
1342,Suzuki,Suzuki,Cars,A,Alto,2019-08-01,13790,59414,23.2100178409129
1343,Suzuki,Suzuki,Cars,A,Celerio,2019-08-01,4961,59414,8.34988386575555
1344,Suzuki,Suzuki,Cars,A,Wagon R,2019-08-01,16722,59414,28.1448816777191
1345,Suzuki,Suzuki,Cars,B,Dzire,2019-08-01,14613,52265,27.9594374820626
1346,Suzuki,Suzuki,Cars,B,Swift,2019-08-01,14597,52265,27.9288242609777
1347,Suzuki,Suzuki,Cars,C,Baleno,2019-08-01,10845,27645,39.2295170916983
1348,Suzuki,Suzuki,Cars,C,Ciaz,2019-08-01,2285,27645,8.26550913365889
1349,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-08-01,2994,10036,29.8326026305301
1350,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-08-01,882,10036,8.78836189717019
1351,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-08-01,3101,10036,30.8987644479872
1352,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-08-01,11921,24520,48.6174551386623
1353,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-08-01,8651,24520,35.2814029363785
1354,VW Group,Skoda,Cars,C,Octavia (Laura),2019-08-01,195,27645,0.705371676614216
1355,VW Group,Skoda,Cars,D,Skoda Superb,2019-08-01,359,455,78.9010989010989
1356,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-08-01,24,15151,0.158405385783117
1357,Toyota Group,Toyota,Cars,D,Camry,2019-08-01,96,455,21.0989010989011
1358,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-08-01,946,4473,21.1491169237648
1359,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-08-01,3770,24520,15.3752039151713
1360,Honda,Honda,Cars,A,Amaze,2019-08-01,5770,59414,9.71151580435588
1361,Honda,Honda,Cars,B,Fit (Jazz),2019-08-01,624,52265,1.19391562230938
1362,Honda,Honda,Cars,C,City,2019-08-01,1636,27645,5.91788750226081
1363,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-08-01,784,10036,7.81187724192906
1364,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-08-01,453,453,100
1365,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-08-01,2373,15151,15.6623325193057
1366,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-08-01,0,15151,0
1367,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-08-01,3527,4473,78.8508830762352
1368,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-08-01,110,399,27.5689223057644
1369,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-08-01,289,399,72.4310776942356
1370,VW Group,VW,Cars,B,Polo,2019-08-01,3865,52265,7.39500621831053
1371,VW Group,VW,Cars,C,Vento,2019-08-01,6502,27645,23.5196238017725
1372,Tata Group,Tata,Cars,A,Tiago,2019-08-01,3037,59414,5.11158986097553
1373,Tata Group,Tata,Cars,B,Tigor,2019-08-01,833,52265,1.59380082273032
1374,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-08-01,2275,10036,22.6683937823834
1375,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-08-01,4291,59414,7.22220352105564
1376,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-09-01,1963,59319,3.30922638614946
1377,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-09-01,679,53112,1.27843048651905
1378,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-09-01,346,23791,1.45433146988357
1379,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-09-01,10643,59319,17.9419747467085
1380,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-09-01,3700,53112,6.96641060400663
1381,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-09-01,10579,53112,19.9182858864287
1382,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-09-01,6895,31875,21.6313725490196
1383,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-09-01,9218,13041,70.6847634383866
1384,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-09-01,134,13041,1.02752856376045
1385,Suzuki,Suzuki,Cars,A,Alto,2019-09-01,16351,59319,27.5645240142282
1386,Suzuki,Suzuki,Cars,A,Celerio,2019-09-01,3045,59319,5.13326252971223
1387,Suzuki,Suzuki,Cars,A,Wagon R,2019-09-01,16500,59319,27.8157082890811
1388,Suzuki,Suzuki,Cars,B,Dzire,2019-09-01,15298,53112,28.8032836270523
1389,Suzuki,Suzuki,Cars,B,Swift,2019-09-01,17918,53112,33.7362554601597
1390,Suzuki,Suzuki,Cars,C,Baleno,2019-09-01,16558,31875,51.9466666666667
1391,Suzuki,Suzuki,Cars,C,Ciaz,2019-09-01,2350,31875,7.37254901960784
1392,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-09-01,3023,13809,21.8915200231733
1393,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-09-01,622,13809,4.50430878412629
1394,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-09-01,6001,13809,43.4571656166268
1395,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-09-01,11142,23791,46.8328359463663
1396,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-09-01,7799,23791,32.7813038543987
1397,VW Group,Skoda,Cars,C,Octavia (Laura),2019-09-01,178,31875,0.55843137254902
1398,VW Group,Skoda,Cars,D,Skoda Superb,2019-09-01,84,114,73.6842105263158
1399,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-09-01,169,13041,1.29591289011579
1400,Toyota Group,Toyota,Cars,D,Camry,2019-09-01,30,114,26.3157894736842
1401,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-09-01,1038,5005,20.7392607392607
1402,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-09-01,4504,23791,18.9315287293514
1403,Honda,Honda,Cars,A,Amaze,2019-09-01,4152,59319,6.99944368583422
1404,Honda,Honda,Cars,B,Fit (Jazz),2019-09-01,336,53112,0.632625395390872
1405,Honda,Honda,Cars,C,City,2019-09-01,1618,31875,5.07607843137255
1406,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-09-01,1321,13809,9.56622492577305
1407,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-09-01,758,758,100
1408,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-09-01,3520,13041,26.9917951077371
1409,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-09-01,0,13041,0
1410,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-09-01,3967,5005,79.2607392607393
1411,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-09-01,225,436,51.605504587156
1412,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-09-01,211,436,48.394495412844
1413,VW Group,VW,Cars,B,Polo,2019-09-01,3865,53112,7.27707486067179
1414,VW Group,VW,Cars,C,Vento,2019-09-01,4276,31875,13.4149019607843
1415,Tata Group,Tata,Cars,A,Tiago,2019-09-01,3068,59319,5.17203594126671
1416,Tata Group,Tata,Cars,B,Tigor,2019-09-01,737,53112,1.38763367977105
1417,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-09-01,2842,13809,20.5807806503005
1418,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-09-01,3597,59319,6.06382440701967
1419,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-10-01,8,52915,0.015118586412171
1420,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-10-01,792,49313,1.60606736560339
1421,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-10-01,337,19041,1.76986502809726
1422,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-10-01,11529,52915,21.7877728432392
1423,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-10-01,2933,49313,5.94772169610448
1424,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-10-01,11740,49313,23.8071096871008
1425,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-10-01,5661,23766,23.8197424892704
1426,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-10-01,7650,12267,62.3624358033749
1427,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-10-01,41,12267,0.334230048096519
1428,Suzuki,Suzuki,Cars,A,Alto,2019-10-01,11319,52915,21.3909099499197
1429,Suzuki,Suzuki,Cars,A,Celerio,2019-10-01,3640,52915,6.87895681753756
1430,Suzuki,Suzuki,Cars,A,Wagon R,2019-10-01,12240,52915,23.1314372106208
1431,Suzuki,Suzuki,Cars,B,Dzire,2019-10-01,14306,49313,29.0106057226289
1432,Suzuki,Suzuki,Cars,B,Swift,2019-10-01,16341,49313,33.1373065925821
1433,Suzuki,Suzuki,Cars,C,Baleno,2019-10-01,13442,23766,56.5597912984936
1434,Suzuki,Suzuki,Cars,C,Ciaz,2019-10-01,1922,23766,8.08718337120256
1435,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-10-01,774,16354,4.73278708572826
1436,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-10-01,474,16354,2.89837348660878
1437,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-10-01,10248,16354,62.6635685459215
1438,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-10-01,7661,19041,40.2342313954099
1439,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-10-01,7819,19041,41.064019746862
1440,VW Group,Skoda,Cars,C,Octavia (Laura),2019-10-01,137,23766,0.576453757468653
1441,VW Group,Skoda,Cars,D,Skoda Superb,2019-10-01,1,71,1.40845070422535
1442,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-10-01,187,12267,1.52441509741583
1443,Toyota Group,Toyota,Cars,D,Camry,2019-10-01,70,71,98.5915492957747
1444,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-10-01,794,5967,13.3065191888721
1445,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-10-01,3224,19041,16.9318838296308
1446,Honda,Honda,Cars,A,Amaze,2019-10-01,3351,52915,6.3327978833979
1447,Honda,Honda,Cars,B,Fit (Jazz),2019-10-01,600,49313,1.21671770121469
1448,Honda,Honda,Cars,C,City,2019-10-01,900,23766,3.78692249431962
1449,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-10-01,420,16354,2.56817903876727
1450,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-10-01,690,690,100
1451,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-10-01,4385,12267,35.7463112415423
1452,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-10-01,4,12267,0.032607809570392
1453,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-10-01,5173,5967,86.6934808111279
1454,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-10-01,128,188,68.0851063829787
1455,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-10-01,60,188,31.9148936170213
1456,VW Group,VW,Cars,B,Polo,2019-10-01,1449,49313,2.93837324843348
1457,VW Group,VW,Cars,C,Vento,2019-10-01,1704,23766,7.16990658924514
1458,Tata Group,Tata,Cars,A,Tiago,2019-10-01,5460,52915,10.3184352263063
1459,Tata Group,Tata,Cars,B,Tigor,2019-10-01,1152,49313,2.3360979863322
1460,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-10-01,4438,16354,27.1370918429742
1461,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-10-01,5368,52915,10.1445714825664
1462,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-11-01,0,50650,0
1463,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-11-01,721,56040,1.28658101356174
1464,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-11-01,52,20728,0.250868390582787
1465,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-11-01,9234,50650,18.2309970384995
1466,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-11-01,4298,56040,7.66952177016417
1467,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-11-01,9964,56040,17.7801570306924
1468,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-11-01,8190,33428,24.500418810578
1469,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-11-01,8602,13103,65.6490879951156
1470,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-11-01,2,13103,0.015263680073266
1471,Suzuki,Suzuki,Cars,A,Alto,2019-11-01,12884,50650,25.4373149062191
1472,Suzuki,Suzuki,Cars,A,Celerio,2019-11-01,6528,50650,12.888450148075
1473,Suzuki,Suzuki,Cars,A,Wagon R,2019-11-01,11128,50650,21.9703849950642
1474,Suzuki,Suzuki,Cars,B,Dzire,2019-11-01,18442,56040,32.9086366880799
1475,Suzuki,Suzuki,Cars,B,Swift,2019-11-01,20140,56040,35.9386152748037
1476,Suzuki,Suzuki,Cars,C,Baleno,2019-11-01,19465,33428,58.2296278568864
1477,Suzuki,Suzuki,Cars,C,Ciaz,2019-11-01,1830,33428,5.47445255474453
1478,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-11-01,781,18236,4.28273744242158
1479,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-11-01,1406,18236,7.71002412809827
1480,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-11-01,12012,18236,65.8697082693573
1481,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-11-01,7882,20728,38.0258587417985
1482,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-11-01,9343,20728,45.0742956387495
1483,VW Group,Skoda,Cars,C,Octavia (Laura),2019-11-01,355,33428,1.06198396553787
1484,VW Group,Skoda,Cars,D,Skoda Superb,2019-11-01,5,103,4.85436893203883
1485,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-11-01,343,13103,2.61772113256506
1486,Toyota Group,Toyota,Cars,D,Camry,2019-11-01,98,103,95.1456310679612
1487,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-11-01,668,5832,11.4540466392318
1488,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-11-01,3451,20728,16.6489772288692
1489,Honda,Honda,Cars,A,Amaze,2019-11-01,2910,50650,5.74531095755183
1490,Honda,Honda,Cars,B,Fit (Jazz),2019-11-01,240,56040,0.428265524625268
1491,Honda,Honda,Cars,C,City,2019-11-01,481,33428,1.43891348570061
1492,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-11-01,600,18236,3.29019521824962
1493,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-11-01,753,753,100
1494,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-11-01,4156,13103,31.717927192246
1495,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-11-01,0,13103,0
1496,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-11-01,5164,5832,88.5459533607682
1497,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-11-01,60,226,26.5486725663717
1498,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-11-01,166,226,73.4513274336283
1499,VW Group,VW,Cars,B,Polo,2019-11-01,1470,56040,2.62312633832976
1500,VW Group,VW,Cars,C,Vento,2019-11-01,3107,33428,9.29460332655259
1501,Tata Group,Tata,Cars,A,Tiago,2019-11-01,4811,50650,9.49851924975321
1502,Tata Group,Tata,Cars,B,Tigor,2019-11-01,765,56040,1.36509635974304
1503,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-11-01,3437,18236,18.8473349418732
1504,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-11-01,3155,50650,6.22902270483712
1505,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-12-01,5,51195,0.009766578767458
1506,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-12-01,820,43288,1.89428941046017
1507,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-12-01,111,14462,0.767528695892684
1508,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-12-01,7144,51195,13.9544877429436
1509,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-12-01,2171,43288,5.01524671964517
1510,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-12-01,8473,43288,19.5735538717427
1511,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-12-01,6039,31383,19.2429022082019
1512,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-12-01,8294,11952,69.3942436412316
1513,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-12-01,3,11952,0.025100401606426
1514,Suzuki,Suzuki,Cars,A,Alto,2019-12-01,15855,51195,30.9698212716086
1515,Suzuki,Suzuki,Cars,A,Celerio,2019-12-01,5958,51195,11.6378552593027
1516,Suzuki,Suzuki,Cars,A,Wagon R,2019-12-01,6245,51195,12.1984568805547
1517,Suzuki,Suzuki,Cars,B,Dzire,2019-12-01,16325,43288,37.7125300314175
1518,Suzuki,Suzuki,Cars,B,Swift,2019-12-01,12012,43288,27.7490297542044
1519,Suzuki,Suzuki,Cars,C,Baleno,2019-12-01,19781,31383,63.0309403180066
1520,Suzuki,Suzuki,Cars,C,Ciaz,2019-12-01,894,31383,2.84867603479591
1521,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-12-01,769,21172,3.63215567730965
1522,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-12-01,917,21172,4.33119214056301
1523,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-12-01,13636,21172,64.4058190062347
1524,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-12-01,6182,14462,42.7465080901673
1525,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-12-01,4867,14462,33.6537131793666
1526,VW Group,Skoda,Cars,C,Octavia (Laura),2019-12-01,11,31383,0.035050823694357
1527,VW Group,Skoda,Cars,D,Skoda Superb,2019-12-01,1,61,1.63934426229508
1528,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-12-01,26,11952,0.217536813922356
1529,Toyota Group,Toyota,Cars,D,Camry,2019-12-01,60,61,98.3606557377049
1530,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-12-01,339,6059,5.59498267040766
1531,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-12-01,3302,14462,22.8322500345734
1532,Honda,Honda,Cars,A,Amaze,2019-12-01,5610,51195,10.9581013770876
1533,Honda,Honda,Cars,B,Fit (Jazz),2019-12-01,660,43288,1.52467196451673
1534,Honda,Honda,Cars,C,City,2019-12-01,1439,31383,4.58528502692541
1535,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-12-01,1500,21172,7.08482901945966
1536,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-12-01,109,109,100
1537,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-12-01,3629,11952,30.3631191432396
1538,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-12-01,0,11952,0
1539,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-12-01,5720,6059,94.4050173295923
1540,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-12-01,180,310,58.0645161290323
1541,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-12-01,130,310,41.9354838709677
1542,VW Group,VW,Cars,B,Polo,2019-12-01,1340,43288,3.09554610977638
1543,VW Group,VW,Cars,C,Vento,2019-12-01,3219,31383,10.2571455883759
1544,Tata Group,Tata,Cars,A,Tiago,2019-12-01,4558,51195,8.90321320441449
1545,Tata Group,Tata,Cars,B,Tigor,2019-12-01,1487,43288,3.43513213823692
1546,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-12-01,4350,21172,20.546004156433
