,Group,Maker/Brand,Type,Segment,Model,Month,Sales,Monthly_Segment_Sales,Percentage_Contribution
1547,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-12-01,5820,51195,11.3682976853208
1548,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-01-01,3008,79640,3.7769964841788
1549,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-01-01,809,63661,1.27079373556809
1550,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-01-01,625,18756,3.33226700789081
1551,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-01-01,15559,79640,19.5366649924661
1552,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-01-01,4420,63661,6.94302634265877
1553,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-01-01,11352,63661,17.8319536293806
1554,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-01-01,6150,43476,14.1457355782501
1555,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-01-01,12113,18740,64.6371398078976
1556,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-01-01,250,18740,1.33404482390608
1557,Suzuki,Suzuki,Cars,A,Alto,2018-01-01,20981,79640,26.3448016072325
1558,Suzuki,Suzuki,Cars,A,Celerio,2018-01-01,8767,79640,11.0082872928177
1559,Suzuki,Suzuki,Cars,A,Wagon R,2018-01-01,14536,79640,18.2521346057258
1560,Suzuki,Suzuki,Cars,B,Dzire,2018-01-01,24691,63661,38.7851274720787
1561,Suzuki,Suzuki,Cars,B,Swift,2018-01-01,15611,63661,24.5220778812774
1562,Suzuki,Suzuki,Cars,C,Baleno,2018-01-01,22553,43476,51.8745974790689
1563,Suzuki,Suzuki,Cars,C,Ciaz,2018-01-01,6074,43476,13.9709264881774
1564,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-01-01,8565,33550,25.5290611028316
1565,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-01-01,3862,33550,11.5111773472429
1566,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-01-01,12187,33550,36.3248882265276
1567,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-01-01,6275,18756,33.4559607592237
1568,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-01-01,4988,18756,26.594156536575
1569,VW Group,Skoda,Cars,C,Octavia (Laura),2018-01-01,215,43476,0.494525715337197
1570,VW Group,Skoda,Cars,D,Skoda Superb,2018-01-01,160,229,69.8689956331878
1571,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-01-01,233,18740,1.24332977588047
1572,Toyota Group,Toyota,Cars,D,Camry,2018-01-01,69,229,30.1310043668122
1573,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-01-01,2111,10104,20.8927157561362
1574,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-01-01,6868,18756,36.6176156963105
1575,Honda,Honda,Cars,A,Amaze,2018-01-01,2499,79640,3.13787041687594
1576,Honda,Honda,Cars,B,Fit (Jazz),2018-01-01,2453,63661,3.85322253813167
1577,Honda,Honda,Cars,C,City,2018-01-01,2590,43476,5.95730978010857
1578,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-01-01,4019,33550,11.9791356184799
1579,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-01-01,6306,6306,100
1580,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-01-01,5533,18740,29.5250800426894
1581,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-01-01,611,18740,3.26040554962647
1582,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-01-01,7993,10104,79.1072842438638
1583,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-01-01,171,2447,6.98814875357581
1584,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-01-01,2276,2447,93.0118512464242
1585,VW Group,VW,Cars,B,Polo,2018-01-01,1153,63661,1.81115596676144
1586,VW Group,VW,Cars,C,Vento,2018-01-01,5894,43476,13.5569049590579
1587,Tata Group,Tata,Cars,A,Tiago,2018-01-01,8287,79640,10.4055750878955
1588,Tata Group,Tata,Cars,B,Tigor,2018-01-01,3172,63661,4.98264243414335
1589,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-01-01,4917,33550,14.655737704918
1590,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-01-01,6003,79640,7.53766951280764
1591,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-02-01,2695,80518,3.34707767207332
1592,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-02-01,860,68975,1.24682856107285
1593,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-02-01,785,18685,4.2012309339042
1594,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-02-01,16583,80518,20.5953948185499
1595,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-02-01,4085,68975,5.92243566509605
1596,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-02-01,12404,68975,17.9833272924973
1597,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-02-01,6358,44278,14.3592754866977
1598,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-02-01,13030,19122,68.1414078025311
1599,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-02-01,380,19122,1.98723982846983
1600,Suzuki,Suzuki,Cars,A,Alto,2018-02-01,23548,80518,29.2456345165056
1601,Suzuki,Suzuki,Cars,A,Celerio,2018-02-01,8116,80518,10.0797337241362
1602,Suzuki,Suzuki,Cars,A,Wagon R,2018-02-01,14996,80518,18.6244069649023
1603,Suzuki,Suzuki,Cars,B,Dzire,2018-02-01,25715,68975,37.2816237767307
1604,Suzuki,Suzuki,Cars,B,Swift,2018-02-01,18836,68975,27.3084450888003
1605,Suzuki,Suzuki,Cars,C,Baleno,2018-02-01,21301,44278,48.1074122589096
1606,Suzuki,Suzuki,Cars,C,Ciaz,2018-02-01,5427,44278,12.2566511585889
1607,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-02-01,6561,32921,19.9295282646335
1608,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-02-01,4091,32921,12.4267185079433
1609,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-02-01,12877,32921,39.1148507031986
1610,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-02-01,6709,18685,35.9058067968959
1611,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-02-01,5246,18685,28.0759967888681
1612,VW Group,Skoda,Cars,C,Octavia (Laura),2018-02-01,200,44278,0.451691584985772
1613,VW Group,Skoda,Cars,D,Skoda Superb,2018-02-01,186,213,87.3239436619718
1614,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-02-01,177,19122,0.925635393787261
1615,Toyota Group,Toyota,Cars,D,Camry,2018-02-01,27,213,12.6760563380282
1616,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-02-01,1821,9555,19.0580847723705
1617,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-02-01,5945,18685,31.8169654803318
1618,Honda,Honda,Cars,A,Amaze,2018-02-01,801,80518,0.994808614222907
1619,Honda,Honda,Cars,B,Fit (Jazz),2018-02-01,2413,68975,3.49836897426604
1620,Honda,Honda,Cars,C,City,2018-02-01,4652,44278,10.5063462667691
1621,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-02-01,5229,32921,15.8834786306613
1622,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-02-01,2912,2912,100
1623,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-02-01,4949,19122,25.8811839765715
1624,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-02-01,586,19122,3.06453299864031
1625,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-02-01,7734,9555,80.9419152276295
1626,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-02-01,15,505,2.97029702970297
1627,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-02-01,490,505,97.029702970297
1628,VW Group,VW,Cars,B,Polo,2018-02-01,1789,68975,2.59369336716201
1629,VW Group,VW,Cars,C,Vento,2018-02-01,6340,44278,14.318623244049
1630,Tata Group,Tata,Cars,A,Tiago,2018-02-01,6691,80518,8.30994311830895
1631,Tata Group,Tata,Cars,B,Tigor,2018-02-01,2873,68975,4.16527727437477
1632,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-02-01,4163,32921,12.6454238935634
1633,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-02-01,7088,80518,8.80300057130083
1634,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-03-01,1898,85608,2.21708251565274
1635,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-03-01,823,74835,1.09975278947017
1636,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-03-01,877,20349,4.30979409307583
1637,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-03-01,18084,85608,21.1241940005607
1638,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-03-01,4584,74835,6.12547604730407
1639,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-03-01,14282,74835,19.0846529030534
1640,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-03-01,6328,43083,14.6879279530209
1641,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-03-01,14128,21215,66.5943907612538
1642,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-03-01,210,21215,0.989865661088852
1643,Suzuki,Suzuki,Cars,A,Alto,2018-03-01,23972,85608,28.0020558826278
1644,Suzuki,Suzuki,Cars,A,Celerio,2018-03-01,9723,85608,11.3575834034202
1645,Suzuki,Suzuki,Cars,A,Wagon R,2018-03-01,14687,85608,17.1561069058966
1646,Suzuki,Suzuki,Cars,B,Dzire,2018-03-01,26903,74835,35.949756130153
1647,Suzuki,Suzuki,Cars,B,Swift,2018-03-01,21231,74835,28.3704149128082
1648,Suzuki,Suzuki,Cars,C,Baleno,2018-03-01,23166,43083,53.7706287862962
1649,Suzuki,Suzuki,Cars,C,Ciaz,2018-03-01,5000,43083,11.6055056518813
1650,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-03-01,6748,32107,21.0172236583923
1651,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-03-01,4551,32107,14.1744790855577
1652,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-03-01,13470,32107,41.9534680910705
1653,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-03-01,7165,20349,35.2105754582535
1654,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-03-01,5490,20349,26.9792127377267
1655,VW Group,Skoda,Cars,C,Octavia (Laura),2018-03-01,251,43083,0.582596383724439
1656,VW Group,Skoda,Cars,D,Skoda Superb,2018-03-01,173,205,84.390243902439
1657,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-03-01,217,21215,1.02286118312515
1658,Toyota Group,Toyota,Cars,D,Camry,2018-03-01,32,205,15.609756097561
1659,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-03-01,1790,11020,16.2431941923775
1660,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-03-01,6817,20349,33.500417710944
1661,Honda,Honda,Cars,A,Amaze,2018-03-01,663,85608,0.774460330810205
1662,Honda,Honda,Cars,B,Fit (Jazz),2018-03-01,1080,74835,1.44317498496693
1663,Honda,Honda,Cars,C,City,2018-03-01,3467,43083,8.04725761901446
1664,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-03-01,2933,32107,9.13507957766219
1665,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-03-01,3700,3700,100
1666,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-03-01,6093,21215,28.7202451095923
1667,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-03-01,567,21215,2.6726372849399
1668,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-03-01,9230,11020,83.7568058076225
1669,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-03-01,15,783,1.91570881226054
1670,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-03-01,768,783,98.0842911877395
1671,VW Group,VW,Cars,B,Polo,2018-03-01,3856,74835,5.15266920558562
1672,VW Group,VW,Cars,C,Vento,2018-03-01,4871,43083,11.3060836060627
1673,Tata Group,Tata,Cars,A,Tiago,2018-03-01,8123,85608,9.48859919633679
1674,Tata Group,Tata,Cars,B,Tigor,2018-03-01,2076,74835,2.77410302665865
1675,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-03-01,4405,32107,13.7197495873174
1676,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-03-01,8458,85608,9.87991776469489
1677,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-04-01,2834,77833,3.6411290840646
1678,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-04-01,1463,75306,1.94274028629857
1679,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-04-01,1101,20101,5.47733943584896
1680,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-04-01,16842,77833,21.6386365680367
1681,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-04-01,5636,75306,7.48413141051178
1682,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-04-01,14365,75306,19.0755052718243
1683,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-04-01,5605,41198,13.6050293703578
1684,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-04-01,13940,20247,68.8497061293031
1685,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-04-01,210,20247,1.03719069491777
1686,Suzuki,Suzuki,Cars,A,Alto,2018-04-01,20674,77833,26.561998124189
1687,Suzuki,Suzuki,Cars,A,Celerio,2018-04-01,9285,77833,11.9293872778898
1688,Suzuki,Suzuki,Cars,A,Wagon R,2018-04-01,15510,77833,19.9272802024848
1689,Suzuki,Suzuki,Cars,B,Dzire,2018-04-01,25007,75306,33.2071813666906
1690,Suzuki,Suzuki,Cars,B,Swift,2018-04-01,20392,75306,27.0788516187289
1691,Suzuki,Suzuki,Cars,C,Baleno,2018-04-01,22410,41198,54.3958444584689
1692,Suzuki,Suzuki,Cars,C,Ciaz,2018-04-01,4462,41198,10.8306228457692
1693,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-04-01,6615,29923,22.1067406342947
1694,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-04-01,4370,29923,14.6041506533436
1695,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-04-01,12481,29923,41.7103900010026
1696,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-04-01,7050,20101,35.0728819461718
1697,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-04-01,5478,20101,27.2523755037063
1698,VW Group,Skoda,Cars,C,Octavia (Laura),2018-04-01,309,41198,0.750036409534443
1699,VW Group,Skoda,Cars,D,Skoda Superb,2018-04-01,120,151,79.4701986754967
1700,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-04-01,199,20247,0.982861658517311
1701,Toyota Group,Toyota,Cars,D,Camry,2018-04-01,31,151,20.5298013245033
1702,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-04-01,1704,10314,16.52123327516
1703,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-04-01,6472,20101,32.1974031142729
1704,Honda,Honda,Cars,A,Amaze,2018-04-01,0,77833,0
1705,Honda,Honda,Cars,B,Fit (Jazz),2018-04-01,1980,75306,2.62927256792287
1706,Honda,Honda,Cars,C,City,2018-04-01,3541,41198,8.59507743094325
1707,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-04-01,1740,29923,5.81492497410019
1708,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-04-01,2088,2088,100
1709,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-04-01,5470,20247,27.0163481009532
1710,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-04-01,428,20247,2.11389341630859
1711,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-04-01,8610,10314,83.47876672484
1712,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-04-01,94,872,10.7798165137615
1713,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-04-01,778,872,89.2201834862386
1714,VW Group,VW,Cars,B,Polo,2018-04-01,3856,75306,5.12044193025788
1715,VW Group,VW,Cars,C,Vento,2018-04-01,4871,41198,11.8233894849265
1716,Tata Group,Tata,Cars,A,Tiago,2018-04-01,7052,77833,9.06042424164557
1717,Tata Group,Tata,Cars,B,Tigor,2018-04-01,2607,75306,3.46187554776512
1718,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-04-01,4717,29923,15.763793737259
1719,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-04-01,5636,77833,7.24114450168951
1720,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-05-01,2346,88477,2.65153655752342
1721,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-05-01,987,71095,1.38828328293129
1722,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-05-01,680,20590,3.30257406508014
1723,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-05-01,13103,88477,14.809498513738
1724,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-05-01,4002,71095,5.6290878402138
1725,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-05-01,11323,71095,15.9265771151276
1726,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-05-01,4900,44133,11.1028028912605
1727,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-05-01,10752,17025,63.1541850220264
1728,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-05-01,160,17025,0.939794419970631
1729,Suzuki,Suzuki,Cars,A,Alto,2018-05-01,25168,88477,28.4458107756818
1730,Suzuki,Suzuki,Cars,A,Celerio,2018-05-01,10842,88477,12.2540321213423
1731,Suzuki,Suzuki,Cars,A,Wagon R,2018-05-01,16201,88477,18.3109734733321
1732,Suzuki,Suzuki,Cars,B,Dzire,2018-05-01,27743,71095,39.0224347703777
1733,Suzuki,Suzuki,Cars,B,Swift,2018-05-01,22060,71095,31.028904986286
1734,Suzuki,Suzuki,Cars,C,Baleno,2018-05-01,25795,44133,58.4483266489928
1735,Suzuki,Suzuki,Cars,C,Ciaz,2018-05-01,5167,44133,11.7077923549272
1736,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-05-01,7201,33109,21.7493732821891
1737,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-05-01,5557,33109,16.7839560240418
1738,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-05-01,14299,33109,43.1876529040442
1739,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-05-01,8077,20590,39.2277804759592
1740,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-05-01,5418,20590,26.3137445361826
1741,VW Group,Skoda,Cars,C,Octavia (Laura),2018-05-01,298,44133,0.675231686039925
1742,VW Group,Skoda,Cars,D,Skoda Superb,2018-05-01,90,128,70.3125
1743,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-05-01,253,17025,1.48604992657856
1744,Toyota Group,Toyota,Cars,D,Camry,2018-05-01,38,128,29.6875
1745,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-05-01,2031,10746,18.9000558347292
1746,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-05-01,6415,20590,31.155900922778
1747,Honda,Honda,Cars,A,Amaze,2018-05-01,8876,88477,10.0319857138013
1748,Honda,Honda,Cars,B,Fit (Jazz),2018-05-01,0,71095,0
1749,Honda,Honda,Cars,C,City,2018-05-01,2761,44133,6.25608954750414
1750,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-05-01,1744,33109,5.2674499380833
1751,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-05-01,2108,2108,100
1752,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-05-01,5227,17025,30.7019089574156
1753,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-05-01,633,17025,3.71806167400881
1754,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-05-01,8715,10746,81.0999441652708
1755,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-05-01,61,969,6.29514963880289
1756,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-05-01,908,969,93.7048503611971
1757,VW Group,VW,Cars,B,Polo,2018-05-01,1909,71095,2.68513960194106
1758,VW Group,VW,Cars,C,Vento,2018-05-01,5212,44133,11.8097568712755
1759,Tata Group,Tata,Cars,A,Tiago,2018-05-01,7060,88477,7.97947489177979
1760,Tata Group,Tata,Cars,B,Tigor,2018-05-01,3071,71095,4.31957240312258
1761,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-05-01,4308,33109,13.0115678516415
1762,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-05-01,4881,88477,5.51668795280129
1763,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-06-01,1872,75860,2.4677036646454
1764,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-06-01,507,63135,0.80304110239962
1765,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2018-06-01,325,16104,2.01813214108296
1766,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2018-06-01,15732,75860,20.7382019509623
1767,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2018-06-01,5814,63135,9.2088382038489
1768,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2018-06-01,13995,63135,22.1667854597292
1769,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2018-06-01,6200,38320,16.1795407098121
1770,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2018-06-01,14060,18784,74.850936967632
1771,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2018-06-01,200,18784,1.06473594548552
1772,Suzuki,Suzuki,Cars,A,Alto,2018-06-01,18185,75860,23.9717901397311
1773,Suzuki,Suzuki,Cars,A,Celerio,2018-06-01,7487,75860,9.86949644081202
1774,Suzuki,Suzuki,Cars,A,Wagon R,2018-06-01,10927,75860,14.4041655681519
1775,Suzuki,Suzuki,Cars,B,Dzire,2018-06-01,20434,63135,32.3655658509543
1776,Suzuki,Suzuki,Cars,B,Swift,2018-06-01,16295,63135,25.8097727092738
1777,Suzuki,Suzuki,Cars,C,Baleno,2018-06-01,18048,38320,47.098121085595
1778,Suzuki,Suzuki,Cars,C,Ciaz,2018-06-01,4701,38320,12.267745302714
1779,Suzuki,Suzuki,Cars,SUV-B,Ignis,2018-06-01,5162,26606,19.4016387281064
1780,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2018-06-01,4083,26606,15.3461625197324
1781,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2018-06-01,9861,26606,37.0630684807938
1782,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2018-06-01,5665,16104,35.1775956284153
1783,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2018-06-01,3851,16104,23.9133134624938
1784,VW Group,Skoda,Cars,C,Octavia (Laura),2018-06-01,198,38320,0.516701461377871
1785,VW Group,Skoda,Cars,D,Skoda Superb,2018-06-01,160,202,79.2079207920792
1786,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2018-06-01,187,18784,0.995528109028961
1787,Toyota Group,Toyota,Cars,D,Camry,2018-06-01,42,202,20.7920792079208
1788,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2018-06-01,1986,9665,20.5483704086912
1789,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2018-06-01,6263,16104,38.8909587680079
1790,Honda,Honda,Cars,A,Amaze,2018-06-01,8951,75860,11.7993672554706
1791,Honda,Honda,Cars,B,Fit (Jazz),2018-06-01,1019,63135,1.61400174229825
1792,Honda,Honda,Cars,C,City,2018-06-01,2819,38320,7.35647181628392
1793,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2018-06-01,3352,26606,12.5986619559498
1794,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2018-06-01,1056,1056,100
1795,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2018-06-01,3795,18784,20.2033645655877
1796,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2018-06-01,542,18784,2.88543441226576
1797,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2018-06-01,7679,9665,79.4516295913089
1798,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2018-06-01,31,741,4.18353576248313
1799,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2018-06-01,710,741,95.8164642375169
1800,VW Group,VW,Cars,B,Polo,2018-06-01,2397,63135,3.79662627702542
1801,VW Group,VW,Cars,C,Vento,2018-06-01,6354,38320,16.5814196242171
1802,Tata Group,Tata,Cars,A,Tiago,2018-06-01,8327,75860,10.9767993672555
1803,Tata Group,Tata,Cars,B,Tigor,2018-06-01,2674,63135,4.23536865447058
1804,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-06-01,4148,26606,15.5904683154176
1805,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-06-01,4379,75860,5.77247561297126
1806,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2018-07-01,951,91371,1.04081163607709
1807,Renault-Nissan Alliance,Datsun,Cars,B,Go,2018-07-01,714,76528,0.932991846121681
